GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om	gen_storage_energy_overnight_cost
1316	2031	800000.0	8000.0	.
1316	2036	800000.0	8000.0	.
1317	2016	800000.0	8000.0	.
1317	2021	800000.0	8000.0	.
1317	2026	800000.0	8000.0	.
1317	2031	800000.0	8000.0	.
1317	2036	800000.0	8000.0	.
1318	2016	800000.0	8000.0	.
1318	2021	800000.0	8000.0	.
1318	2026	800000.0	8000.0	.
1318	2031	800000.0	8000.0	.
1318	2036	800000.0	8000.0	.
1319	2016	800000.0	8000.0	.
1319	2021	800000.0	8000.0	.
1319	2026	800000.0	8000.0	.
1319	2031	800000.0	8000.0	.
1319	2036	800000.0	8000.0	.
1320	2016	800000.0	8000.0	.
1320	2021	800000.0	8000.0	.
1320	2026	800000.0	8000.0	.
1320	2031	800000.0	8000.0	.
1320	2036	800000.0	8000.0	.
1321	2016	800000.0	8000.0	.
1321	2021	800000.0	8000.0	.
1321	2026	800000.0	8000.0	.
1321	2031	800000.0	8000.0	.
1321	2036	800000.0	8000.0	.
1322	2016	800000.0	8000.0	.
1322	2021	800000.0	8000.0	.
1322	2026	800000.0	8000.0	.
1322	2031	800000.0	8000.0	.
1322	2036	800000.0	8000.0	.
1323	2016	800000.0	8000.0	.
1323	2021	800000.0	8000.0	.
1323	2026	800000.0	8000.0	.
1323	2031	800000.0	8000.0	.
1323	2036	800000.0	8000.0	.
1324	2016	800000.0	8000.0	.
1324	2021	800000.0	8000.0	.
1324	2026	800000.0	8000.0	.
1324	2031	800000.0	8000.0	.
1324	2036	800000.0	8000.0	.
1325	2016	800000.0	8000.0	.
1325	2021	800000.0	8000.0	.
1325	2026	800000.0	8000.0	.
1325	2031	800000.0	8000.0	.
1325	2036	800000.0	8000.0	.
1326	2016	800000.0	8000.0	.
1326	2021	800000.0	8000.0	.
1326	2026	800000.0	8000.0	.
1326	2031	800000.0	8000.0	.
1326	2036	800000.0	8000.0	.
1327	2016	800000.0	8000.0	.
1327	2021	800000.0	8000.0	.
1327	2026	800000.0	8000.0	.
1327	2031	800000.0	8000.0	.
1327	2036	800000.0	8000.0	.
1328	2016	800000.0	8000.0	.
1328	2021	800000.0	8000.0	.
1328	2026	800000.0	8000.0	.
1328	2031	800000.0	8000.0	.
1328	2036	800000.0	8000.0	.
1329	2016	800000.0	8000.0	.
1329	2021	800000.0	8000.0	.
1329	2026	800000.0	8000.0	.
1329	2031	800000.0	8000.0	.
1329	2036	800000.0	8000.0	.
1330	2016	800000.0	8000.0	.
1330	2021	800000.0	8000.0	.
1330	2026	800000.0	8000.0	.
1330	2031	800000.0	8000.0	.
1330	2036	800000.0	8000.0	.
1331	2016	800000.0	8000.0	.
1331	2021	800000.0	8000.0	.
1331	2026	800000.0	8000.0	.
1331	2031	800000.0	8000.0	.
1331	2036	800000.0	8000.0	.
1332	2016	800000.0	8000.0	.
1332	2021	800000.0	8000.0	.
1332	2026	800000.0	8000.0	.
1332	2031	800000.0	8000.0	.
1332	2036	800000.0	8000.0	.
1333	2016	800000.0	8000.0	.
1333	2021	800000.0	8000.0	.
1333	2026	800000.0	8000.0	.
1333	2031	800000.0	8000.0	.
1333	2036	800000.0	8000.0	.
1334	2016	800000.0	8000.0	.
1334	2021	800000.0	8000.0	.
1334	2026	800000.0	8000.0	.
1334	2031	800000.0	8000.0	.
1334	2036	800000.0	8000.0	.
1335	2016	800000.0	8000.0	.
1335	2021	800000.0	8000.0	.
1335	2026	800000.0	8000.0	.
1335	2031	800000.0	8000.0	.
1335	2036	800000.0	8000.0	.
1336	2016	800000.0	8000.0	.
1336	2021	800000.0	8000.0	.
1336	2026	800000.0	8000.0	.
1336	2031	800000.0	8000.0	.
1336	2036	800000.0	8000.0	.
1337	2016	800000.0	8000.0	.
1337	2021	800000.0	8000.0	.
1337	2026	800000.0	8000.0	.
1337	2031	800000.0	8000.0	.
1337	2036	800000.0	8000.0	.
1338	2016	800000.0	8000.0	.
1338	2021	800000.0	8000.0	.
1338	2026	800000.0	8000.0	.
1338	2031	800000.0	8000.0	.
1338	2036	800000.0	8000.0	.
1339	2016	800000.0	8000.0	.
1339	2021	800000.0	8000.0	.
1339	2026	800000.0	8000.0	.
1339	2031	800000.0	8000.0	.
1339	2036	800000.0	8000.0	.
1340	2016	800000.0	8000.0	.
1340	2021	800000.0	8000.0	.
1340	2026	800000.0	8000.0	.
1340	2031	800000.0	8000.0	.
1340	2036	800000.0	8000.0	.
1341	2016	2158956.0	64768.8	.
1341	2021	2200000.0	66000.0	.
1341	2026	2200000.0	66000.0	.
1341	2031	2200000.0	66000.0	.
1341	2036	2200000.0	66000.0	.
1342	2016	2158956.0	64768.8	.
1342	2021	2200000.0	66000.0	.
1342	2026	2200000.0	66000.0	.
1342	2031	2200000.0	66000.0	.
1342	2036	2200000.0	66000.0	.
1343	2016	2158956.0	64768.8	.
1343	2021	2200000.0	66000.0	.
1343	2026	2200000.0	66000.0	.
1343	2031	2200000.0	66000.0	.
1343	2036	2200000.0	66000.0	.
1344	2016	2158956.0	64768.8	.
1344	2021	2200000.0	66000.0	.
1344	2026	2200000.0	66000.0	.
1344	2031	2200000.0	66000.0	.
1344	2036	2200000.0	66000.0	.
1345	2016	2158956.0	64768.8	.
1345	2021	2200000.0	66000.0	.
1345	2026	2200000.0	66000.0	.
1345	2031	2200000.0	66000.0	.
1345	2036	2200000.0	66000.0	.
1346	2016	2158956.0	64768.8	.
1346	2021	2200000.0	66000.0	.
1346	2026	2200000.0	66000.0	.
1346	2031	2200000.0	66000.0	.
1346	2036	2200000.0	66000.0	.
1347	2016	2158956.0	64768.8	.
1347	2021	2200000.0	66000.0	.
1347	2026	2200000.0	66000.0	.
1347	2031	2200000.0	66000.0	.
1347	2036	2200000.0	66000.0	.
1348	2016	2158956.0	64768.8	.
1348	2021	2200000.0	66000.0	.
1348	2026	2200000.0	66000.0	.
1348	2031	2200000.0	66000.0	.
1348	2036	2200000.0	66000.0	.
1349	2016	2158956.0	64768.8	.
1349	2021	2200000.0	66000.0	.
1349	2026	2200000.0	66000.0	.
1349	2031	2200000.0	66000.0	.
1349	2036	2200000.0	66000.0	.
1350	2016	2158956.0	64768.8	.
1350	2021	2200000.0	66000.0	.
1350	2026	2200000.0	66000.0	.
1350	2031	2200000.0	66000.0	.
1350	2036	2200000.0	66000.0	.
1351	2016	2158956.0	64768.8	.
1351	2021	2200000.0	66000.0	.
1351	2026	2200000.0	66000.0	.
1351	2031	2200000.0	66000.0	.
1351	2036	2200000.0	66000.0	.
1352	2016	2158956.0	64768.8	.
1352	2021	2200000.0	66000.0	.
1352	2026	2200000.0	66000.0	.
1352	2031	2200000.0	66000.0	.
1352	2036	2200000.0	66000.0	.
1353	2016	2158956.0	64768.8	.
1353	2021	2200000.0	66000.0	.
1353	2026	2200000.0	66000.0	.
1353	2031	2200000.0	66000.0	.
1353	2036	2200000.0	66000.0	.
1354	2016	2158956.0	64768.8	.
1354	2021	2200000.0	66000.0	.
1354	2026	2200000.0	66000.0	.
1354	2031	2200000.0	66000.0	.
1354	2036	2200000.0	66000.0	.
1355	2016	2158956.0	64768.8	.
1355	2021	2200000.0	66000.0	.
1355	2026	2200000.0	66000.0	.
1355	2031	2200000.0	66000.0	.
1355	2036	2200000.0	66000.0	.
1356	2016	2158956.0	64768.8	.
1356	2021	2200000.0	66000.0	.
1356	2026	2200000.0	66000.0	.
1356	2031	2200000.0	66000.0	.
1356	2036	2200000.0	66000.0	.
1357	2016	2158956.0	64768.8	.
1357	2021	2200000.0	66000.0	.
1357	2026	2200000.0	66000.0	.
1357	2031	2200000.0	66000.0	.
1357	2036	2200000.0	66000.0	.
1358	2016	2158956.0	64768.8	.
1358	2021	2200000.0	66000.0	.
1358	2026	2200000.0	66000.0	.
1358	2031	2200000.0	66000.0	.
1358	2036	2200000.0	66000.0	.
1359	2016	2158956.0	64768.8	.
1359	2021	2200000.0	66000.0	.
1359	2026	2200000.0	66000.0	.
1359	2031	2200000.0	66000.0	.
1359	2036	2200000.0	66000.0	.
1360	2016	2158956.0	64768.8	.
1360	2021	2200000.0	66000.0	.
1360	2026	2200000.0	66000.0	.
1360	2031	2200000.0	66000.0	.
1360	2036	2200000.0	66000.0	.
1361	2016	2158956.0	64768.8	.
1361	2021	2200000.0	66000.0	.
1361	2026	2200000.0	66000.0	.
1361	2031	2200000.0	66000.0	.
1361	2036	2200000.0	66000.0	.
1362	2016	2158956.0	64768.8	.
1362	2021	2200000.0	66000.0	.
1362	2026	2200000.0	66000.0	.
1362	2031	2200000.0	66000.0	.
1362	2036	2200000.0	66000.0	.
1363	2016	2158956.0	64768.8	.
1363	2021	2200000.0	66000.0	.
1363	2026	2200000.0	66000.0	.
1363	2031	2200000.0	66000.0	.
1363	2036	2200000.0	66000.0	.
1364	2016	2158956.0	64768.8	.
1364	2021	2200000.0	66000.0	.
1364	2026	2200000.0	66000.0	.
1364	2031	2200000.0	66000.0	.
1364	2036	2200000.0	66000.0	.
1365	2016	2158956.0	64768.8	.
1365	2021	2200000.0	66000.0	.
1365	2026	2200000.0	66000.0	.
1365	2031	2200000.0	66000.0	.
1365	2036	2200000.0	66000.0	.
1366	2016	2158956.0	64768.8	.
1366	2021	2200000.0	66000.0	.
1366	2026	2200000.0	66000.0	.
1366	2031	2200000.0	66000.0	.
1366	2036	2200000.0	66000.0	.
1367	2016	2158956.0	64768.8	.
1367	2021	2200000.0	66000.0	.
1367	2026	2200000.0	66000.0	.
1367	2031	2200000.0	66000.0	.
1367	2036	2200000.0	66000.0	.
1368	2016	2158956.0	64768.8	.
1368	2021	2200000.0	66000.0	.
1368	2026	2200000.0	66000.0	.
1368	2031	2200000.0	66000.0	.
1368	2036	2200000.0	66000.0	.
1369	2016	2158956.0	64768.8	.
1369	2021	2200000.0	66000.0	.
1369	2026	2200000.0	66000.0	.
1369	2031	2200000.0	66000.0	.
1369	2036	2200000.0	66000.0	.
1370	2016	2158956.0	64768.8	.
1370	2021	2200000.0	66000.0	.
1370	2026	2200000.0	66000.0	.
1370	2031	2200000.0	66000.0	.
1370	2036	2200000.0	66000.0	.
1371	2016	2158956.0	64768.8	.
1371	2021	2200000.0	66000.0	.
1371	2026	2200000.0	66000.0	.
1371	2031	2200000.0	66000.0	.
1371	2036	2200000.0	66000.0	.
1372	2016	2158956.0	64768.8	.
1372	2021	2200000.0	66000.0	.
1372	2026	2200000.0	66000.0	.
1372	2031	2200000.0	66000.0	.
1372	2036	2200000.0	66000.0	.
1373	2016	2158956.0	64768.8	.
1373	2021	2200000.0	66000.0	.
1373	2026	2200000.0	66000.0	.
1373	2031	2200000.0	66000.0	.
1373	2036	2200000.0	66000.0	.
1374	2016	2158956.0	64768.8	.
1374	2021	2200000.0	66000.0	.
1374	2026	2200000.0	66000.0	.
1374	2031	2200000.0	66000.0	.
1374	2036	2200000.0	66000.0	.
1375	2016	2158956.0	64768.8	.
1375	2021	2200000.0	66000.0	.
1375	2026	2200000.0	66000.0	.
1375	2031	2200000.0	66000.0	.
1375	2036	2200000.0	66000.0	.
1376	2016	1589738.2	15897.4	10000.0
1376	2021	1330529.4	13305.4	10000.0
1376	2026	1086499.6	10864.8	10000.0
1376	2031	935621.4	9356.4	10000.0
1376	2036	836758.6	8367.6	10000.0
1377	2016	1589738.2	15897.4	10000.0
1377	2021	1330529.4	13305.4	10000.0
1377	2026	1086499.6	10864.8	10000.0
1377	2031	935621.4	9356.4	10000.0
1377	2036	836758.6	8367.6	10000.0
1378	2016	1589738.2	15897.4	10000.0
1378	2021	1330529.4	13305.4	10000.0
1378	2026	1086499.6	10864.8	10000.0
1378	2031	935621.4	9356.4	10000.0
1378	2036	836758.6	8367.6	10000.0
1379	2016	1589738.2	15897.4	10000.0
1379	2021	1330529.4	13305.4	10000.0
1379	2026	1086499.6	10864.8	10000.0
1379	2031	935621.4	9356.4	10000.0
1379	2036	836758.6	8367.6	10000.0
1380	2016	1589738.2	15897.4	10000.0
1380	2021	1330529.4	13305.4	10000.0
1380	2026	1086499.6	10864.8	10000.0
1380	2031	935621.4	9356.4	10000.0
1380	2036	836758.6	8367.6	10000.0
1381	2016	1589738.2	15897.4	10000.0
1381	2021	1330529.4	13305.4	10000.0
1381	2026	1086499.6	10864.8	10000.0
1381	2031	935621.4	9356.4	10000.0
1381	2036	836758.6	8367.6	10000.0
1382	2016	1589738.2	15897.4	10000.0
1382	2021	1330529.4	13305.4	10000.0
1382	2026	1086499.6	10864.8	10000.0
1382	2031	935621.4	9356.4	10000.0
1382	2036	836758.6	8367.6	10000.0
1383	2016	1589738.2	15897.4	10000.0
1383	2021	1330529.4	13305.4	10000.0
1383	2026	1086499.6	10864.8	10000.0
1383	2031	935621.4	9356.4	10000.0
1383	2036	836758.6	8367.6	10000.0
1384	2016	1589738.2	15897.4	10000.0
1384	2021	1330529.4	13305.4	10000.0
1384	2026	1086499.6	10864.8	10000.0
1384	2031	935621.4	9356.4	10000.0
1384	2036	836758.6	8367.6	10000.0
1385	2016	1589738.2	15897.4	10000.0
1385	2021	1330529.4	13305.4	10000.0
1385	2026	1086499.6	10864.8	10000.0
1385	2031	935621.4	9356.4	10000.0
1385	2036	836758.6	8367.6	10000.0
1386	2016	1589738.2	15897.4	10000.0
1386	2021	1330529.4	13305.4	10000.0
1386	2026	1086499.6	10864.8	10000.0
1386	2031	935621.4	9356.4	10000.0
1386	2036	836758.6	8367.6	10000.0
1387	2016	1589738.2	15897.4	10000.0
1387	2021	1330529.4	13305.4	10000.0
1387	2026	1086499.6	10864.8	10000.0
1387	2031	935621.4	9356.4	10000.0
1387	2036	836758.6	8367.6	10000.0
1388	2016	1589738.2	15897.4	10000.0
1388	2021	1330529.4	13305.4	10000.0
1388	2026	1086499.6	10864.8	10000.0
1388	2031	935621.4	9356.4	10000.0
1388	2036	836758.6	8367.6	10000.0
1389	2016	1589738.2	15897.4	10000.0
1389	2021	1330529.4	13305.4	10000.0
1389	2026	1086499.6	10864.8	10000.0
1389	2031	935621.4	9356.4	10000.0
1389	2036	836758.6	8367.6	10000.0
1390	2016	1589738.2	15897.4	10000.0
1390	2021	1330529.4	13305.4	10000.0
1390	2026	1086499.6	10864.8	10000.0
1390	2031	935621.4	9356.4	10000.0
1390	2036	836758.6	8367.6	10000.0
1391	2016	1589738.2	15897.4	10000.0
1391	2021	1330529.4	13305.4	10000.0
1391	2026	1086499.6	10864.8	10000.0
1391	2031	935621.4	9356.4	10000.0
1391	2036	836758.6	8367.6	10000.0
1392	2016	1589738.2	15897.4	10000.0
1392	2021	1330529.4	13305.4	10000.0
1392	2026	1086499.6	10864.8	10000.0
1392	2031	935621.4	9356.4	10000.0
1392	2036	836758.6	8367.6	10000.0
1393	2016	1589738.2	15897.4	10000.0
1393	2021	1330529.4	13305.4	10000.0
1393	2026	1086499.6	10864.8	10000.0
1393	2031	935621.4	9356.4	10000.0
1393	2036	836758.6	8367.6	10000.0
1394	2016	1589738.2	15897.4	10000.0
1394	2021	1330529.4	13305.4	10000.0
1394	2026	1086499.6	10864.8	10000.0
1394	2031	935621.4	9356.4	10000.0
1394	2036	836758.6	8367.6	10000.0
1395	2016	1589738.2	15897.4	10000.0
1395	2021	1330529.4	13305.4	10000.0
1395	2026	1086499.6	10864.8	10000.0
1395	2031	935621.4	9356.4	10000.0
1395	2036	836758.6	8367.6	10000.0
1396	2016	1589738.2	15897.4	10000.0
1396	2021	1330529.4	13305.4	10000.0
1396	2026	1086499.6	10864.8	10000.0
1396	2031	935621.4	9356.4	10000.0
1396	2036	836758.6	8367.6	10000.0
1397	2016	1589738.2	15897.4	10000.0
1397	2021	1330529.4	13305.4	10000.0
1397	2026	1086499.6	10864.8	10000.0
1397	2031	935621.4	9356.4	10000.0
1397	2036	836758.6	8367.6	10000.0
1398	2016	1589738.2	15897.4	10000.0
1398	2021	1330529.4	13305.4	10000.0
1398	2026	1086499.6	10864.8	10000.0
1398	2031	935621.4	9356.4	10000.0
1398	2036	836758.6	8367.6	10000.0
1399	2016	1589738.2	15897.4	10000.0
1399	2021	1330529.4	13305.4	10000.0
1399	2026	1086499.6	10864.8	10000.0
1399	2031	935621.4	9356.4	10000.0
1399	2036	836758.6	8367.6	10000.0
1400	2016	1589738.2	15897.4	10000.0
1400	2021	1330529.4	13305.4	10000.0
1400	2026	1086499.6	10864.8	10000.0
1400	2031	935621.4	9356.4	10000.0
1400	2036	836758.6	8367.6	10000.0
1401	2016	1589738.2	15897.4	10000.0
1401	2021	1330529.4	13305.4	10000.0
1401	2026	1086499.6	10864.8	10000.0
1401	2031	935621.4	9356.4	10000.0
1401	2036	836758.6	8367.6	10000.0
1402	2016	1589738.2	15897.4	10000.0
1402	2021	1330529.4	13305.4	10000.0
1402	2026	1086499.6	10864.8	10000.0
1402	2031	935621.4	9356.4	10000.0
1402	2036	836758.6	8367.6	10000.0
1403	2016	1589738.2	15897.4	10000.0
1403	2021	1330529.4	13305.4	10000.0
1403	2026	1086499.6	10864.8	10000.0
1403	2031	935621.4	9356.4	10000.0
1403	2036	836758.6	8367.6	10000.0
1404	2016	1589738.2	15897.4	10000.0
1404	2021	1330529.4	13305.4	10000.0
1404	2026	1086499.6	10864.8	10000.0
1404	2031	935621.4	9356.4	10000.0
1404	2036	836758.6	8367.6	10000.0
1405	2016	1589738.2	15897.4	10000.0
1405	2021	1330529.4	13305.4	10000.0
1405	2026	1086499.6	10864.8	10000.0
1405	2031	935621.4	9356.4	10000.0
1405	2036	836758.6	8367.6	10000.0
1406	2016	1589738.2	15897.4	10000.0
1406	2021	1330529.4	13305.4	10000.0
1406	2026	1086499.6	10864.8	10000.0
1406	2031	935621.4	9356.4	10000.0
1406	2036	836758.6	8367.6	10000.0
1407	2016	1589738.2	15897.4	10000.0
1407	2021	1330529.4	13305.4	10000.0
1407	2026	1086499.6	10864.8	10000.0
1407	2031	935621.4	9356.4	10000.0
1407	2036	836758.6	8367.6	10000.0
1408	2016	1589738.2	15897.4	10000.0
1408	2021	1330529.4	13305.4	10000.0
1408	2026	1086499.6	10864.8	10000.0
1408	2031	935621.4	9356.4	10000.0
1408	2036	836758.6	8367.6	10000.0
1409	2016	1589738.2	15897.4	10000.0
1409	2021	1330529.4	13305.4	10000.0
1409	2026	1086499.6	10864.8	10000.0
1409	2031	935621.4	9356.4	10000.0
1409	2036	836758.6	8367.6	10000.0
1410	2016	1589738.2	15897.4	10000.0
1410	2021	1330529.4	13305.4	10000.0
1410	2026	1086499.6	10864.8	10000.0
1410	2031	935621.4	9356.4	10000.0
1410	2036	836758.6	8367.6	10000.0
1411	2016	1700000.0	34000.0	.
1411	2021	1700000.0	34000.0	.
1411	2026	1700000.0	34000.0	.
1411	2031	1669643.6	33392.8	.
1411	2036	1620009.8	32400.0	.
1412	2016	1700000.0	34000.0	.
1412	2021	1700000.0	34000.0	.
1412	2026	1700000.0	34000.0	.
1412	2031	1669643.6	33392.8	.
1412	2036	1620009.8	32400.0	.
1413	2016	1700000.0	34000.0	.
1413	2021	1700000.0	34000.0	.
1413	2026	1700000.0	34000.0	.
1413	2031	1669643.6	33392.8	.
1413	2036	1620009.8	32400.0	.
1414	2016	1700000.0	34000.0	.
1414	2021	1700000.0	34000.0	.
1414	2026	1700000.0	34000.0	.
1414	2031	1669643.6	33392.8	.
1414	2036	1620009.8	32400.0	.
1415	2016	1700000.0	34000.0	.
1415	2021	1700000.0	34000.0	.
1415	2026	1700000.0	34000.0	.
1415	2031	1669643.6	33392.8	.
1415	2036	1620009.8	32400.0	.
1416	2016	1700000.0	34000.0	.
1416	2021	1700000.0	34000.0	.
1416	2026	1700000.0	34000.0	.
1416	2031	1669643.6	33392.8	.
1416	2036	1620009.8	32400.0	.
1417	2016	1700000.0	34000.0	.
1417	2021	1700000.0	34000.0	.
1417	2026	1700000.0	34000.0	.
1417	2031	1669643.6	33392.8	.
1417	2036	1620009.8	32400.0	.
1418	2016	1700000.0	34000.0	.
1418	2021	1700000.0	34000.0	.
1418	2026	1700000.0	34000.0	.
1418	2031	1669643.6	33392.8	.
1418	2036	1620009.8	32400.0	.
1419	2016	1700000.0	34000.0	.
1419	2021	1700000.0	34000.0	.
1419	2026	1700000.0	34000.0	.
1419	2031	1669643.6	33392.8	.
1419	2036	1620009.8	32400.0	.
1420	2016	1700000.0	34000.0	.
1420	2021	1700000.0	34000.0	.
1420	2026	1700000.0	34000.0	.
1420	2031	1669643.6	33392.8	.
1420	2036	1620009.8	32400.0	.
1421	2016	1700000.0	34000.0	.
1421	2021	1700000.0	34000.0	.
1421	2026	1700000.0	34000.0	.
1421	2031	1669643.6	33392.8	.
1421	2036	1620009.8	32400.0	.
1422	2016	1700000.0	34000.0	.
1422	2021	1700000.0	34000.0	.
1422	2026	1700000.0	34000.0	.
1422	2031	1669643.6	33392.8	.
1422	2036	1620009.8	32400.0	.
1423	2016	1700000.0	34000.0	.
1423	2021	1700000.0	34000.0	.
1423	2026	1700000.0	34000.0	.
1423	2031	1669643.6	33392.8	.
1423	2036	1620009.8	32400.0	.
1424	2016	1700000.0	34000.0	.
1424	2021	1700000.0	34000.0	.
1424	2026	1700000.0	34000.0	.
1424	2031	1669643.6	33392.8	.
1424	2036	1620009.8	32400.0	.
1425	2016	1700000.0	34000.0	.
1425	2021	1700000.0	34000.0	.
1425	2026	1700000.0	34000.0	.
1425	2031	1669643.6	33392.8	.
1425	2036	1620009.8	32400.0	.
1426	2016	1700000.0	34000.0	.
1426	2021	1700000.0	34000.0	.
1426	2026	1700000.0	34000.0	.
1426	2031	1669643.6	33392.8	.
1426	2036	1620009.8	32400.0	.
1427	2016	1700000.0	34000.0	.
1427	2021	1700000.0	34000.0	.
1427	2026	1700000.0	34000.0	.
1427	2031	1669643.6	33392.8	.
1427	2036	1620009.8	32400.0	.
1428	2016	1700000.0	34000.0	.
1428	2021	1700000.0	34000.0	.
1428	2026	1700000.0	34000.0	.
1428	2031	1669643.6	33392.8	.
1428	2036	1620009.8	32400.0	.
1429	2016	1700000.0	34000.0	.
1429	2021	1700000.0	34000.0	.
1429	2026	1700000.0	34000.0	.
1429	2031	1669643.6	33392.8	.
1429	2036	1620009.8	32400.0	.
1430	2016	1700000.0	34000.0	.
1430	2021	1700000.0	34000.0	.
1430	2026	1700000.0	34000.0	.
1430	2031	1669643.6	33392.8	.
1430	2036	1620009.8	32400.0	.
1431	2016	1700000.0	34000.0	.
1431	2021	1700000.0	34000.0	.
1431	2026	1700000.0	34000.0	.
1431	2031	1669643.6	33392.8	.
1431	2036	1620009.8	32400.0	.
1432	2016	1700000.0	34000.0	.
1432	2021	1700000.0	34000.0	.
1432	2026	1700000.0	34000.0	.
1432	2031	1669643.6	33392.8	.
1432	2036	1620009.8	32400.0	.
1433	2016	1700000.0	34000.0	.
1433	2021	1700000.0	34000.0	.
1433	2026	1700000.0	34000.0	.
1433	2031	1669643.6	33392.8	.
1433	2036	1620009.8	32400.0	.
1434	2016	1700000.0	34000.0	.
1434	2021	1700000.0	34000.0	.
1434	2026	1700000.0	34000.0	.
1434	2031	1669643.6	33392.8	.
1434	2036	1620009.8	32400.0	.
1435	2016	1700000.0	34000.0	.
1435	2021	1700000.0	34000.0	.
1435	2026	1700000.0	34000.0	.
1435	2031	1669643.6	33392.8	.
1435	2036	1620009.8	32400.0	.
1436	2016	1700000.0	34000.0	.
1436	2021	1700000.0	34000.0	.
1436	2026	1700000.0	34000.0	.
1436	2031	1669643.6	33392.8	.
1436	2036	1620009.8	32400.0	.
1437	2016	1700000.0	34000.0	.
1437	2021	1700000.0	34000.0	.
1437	2026	1700000.0	34000.0	.
1437	2031	1669643.6	33392.8	.
1437	2036	1620009.8	32400.0	.
1438	2016	1700000.0	34000.0	.
1438	2021	1700000.0	34000.0	.
1438	2026	1700000.0	34000.0	.
1438	2031	1669643.6	33392.8	.
1438	2036	1620009.8	32400.0	.
1439	2016	1700000.0	34000.0	.
1439	2021	1700000.0	34000.0	.
1439	2026	1700000.0	34000.0	.
1439	2031	1669643.6	33392.8	.
1439	2036	1620009.8	32400.0	.
1440	2016	1700000.0	34000.0	.
1440	2021	1700000.0	34000.0	.
1440	2026	1700000.0	34000.0	.
1440	2031	1669643.6	33392.8	.
1440	2036	1620009.8	32400.0	.
1441	2016	1700000.0	34000.0	.
1441	2021	1700000.0	34000.0	.
1441	2026	1700000.0	34000.0	.
1441	2031	1669643.6	33392.8	.
1441	2036	1620009.8	32400.0	.
1442	2016	1700000.0	34000.0	.
1442	2021	1700000.0	34000.0	.
1442	2026	1700000.0	34000.0	.
1442	2031	1669643.6	33392.8	.
1442	2036	1620009.8	32400.0	.
1443	2016	1700000.0	34000.0	.
1443	2021	1700000.0	34000.0	.
1443	2026	1700000.0	34000.0	.
1443	2031	1669643.6	33392.8	.
1443	2036	1620009.8	32400.0	.
1444	2016	1700000.0	34000.0	.
1444	2021	1700000.0	34000.0	.
1444	2026	1700000.0	34000.0	.
1444	2031	1669643.6	33392.8	.
1444	2036	1620009.8	32400.0	.
1445	2016	1700000.0	34000.0	.
1445	2021	1700000.0	34000.0	.
1445	2026	1700000.0	34000.0	.
1445	2031	1669643.6	33392.8	.
1445	2036	1620009.8	32400.0	.
1446	2016	1240000.0	24800.0	.
1446	2021	1162978.8	23259.8	.
1446	2026	1044324.8	20886.4	.
1446	2031	968937.6	19378.8	.
1446	2036	919160.4	18383.2	.
1447	2016	1240000.0	24800.0	.
1447	2021	1162978.8	23259.8	.
1447	2026	1044324.8	20886.4	.
1447	2031	968937.6	19378.8	.
1447	2036	919160.4	18383.2	.
1448	2016	1240000.0	24800.0	.
1448	2021	1162978.8	23259.8	.
1448	2026	1044324.8	20886.4	.
1448	2031	968937.6	19378.8	.
1448	2036	919160.4	18383.2	.
1449	2016	1240000.0	24800.0	.
1449	2021	1162978.8	23259.8	.
1449	2026	1044324.8	20886.4	.
1449	2031	968937.6	19378.8	.
1449	2036	919160.4	18383.2	.
1450	2016	1240000.0	24800.0	.
1450	2021	1162978.8	23259.8	.
1450	2026	1044324.8	20886.4	.
1450	2031	968937.6	19378.8	.
1450	2036	919160.4	18383.2	.
1451	2016	1240000.0	24800.0	.
1451	2021	1162978.8	23259.8	.
1451	2026	1044324.8	20886.4	.
1451	2031	968937.6	19378.8	.
1451	2036	919160.4	18383.2	.
1452	2016	1240000.0	24800.0	.
1452	2021	1162978.8	23259.8	.
1452	2026	1044324.8	20886.4	.
1452	2031	968937.6	19378.8	.
1452	2036	919160.4	18383.2	.
1453	2016	1240000.0	24800.0	.
1453	2021	1162978.8	23259.8	.
1453	2026	1044324.8	20886.4	.
1453	2031	968937.6	19378.8	.
1453	2036	919160.4	18383.2	.
1454	2016	1240000.0	24800.0	.
1454	2021	1162978.8	23259.8	.
1454	2026	1044324.8	20886.4	.
1454	2031	968937.6	19378.8	.
1454	2036	919160.4	18383.2	.
1455	2016	1240000.0	24800.0	.
1455	2021	1162978.8	23259.8	.
1455	2026	1044324.8	20886.4	.
1455	2031	968937.6	19378.8	.
1455	2036	919160.4	18383.2	.
1456	2016	1240000.0	24800.0	.
1456	2021	1162978.8	23259.8	.
1456	2026	1044324.8	20886.4	.
1456	2031	968937.6	19378.8	.
1456	2036	919160.4	18383.2	.
1457	2016	1240000.0	24800.0	.
1457	2021	1162978.8	23259.8	.
1457	2026	1044324.8	20886.4	.
1457	2031	968937.6	19378.8	.
1457	2036	919160.4	18383.2	.
1458	2016	1240000.0	24800.0	.
1458	2021	1162978.8	23259.8	.
1458	2026	1044324.8	20886.4	.
1458	2031	968937.6	19378.8	.
1458	2036	919160.4	18383.2	.
1459	2016	1240000.0	24800.0	.
1459	2021	1162978.8	23259.8	.
1459	2026	1044324.8	20886.4	.
1459	2031	968937.6	19378.8	.
1459	2036	919160.4	18383.2	.
1460	2016	1240000.0	24800.0	.
