GENERATION_PROJECT	PERIOD	gen_tech	gen_load_zone	gen_energy_source	GenCapacity	GenCapitalCosts	GenFixedOMCosts
1302	2026	Coal_IGCC	Yunnan	Coal	1000	1.12739e+08	1.5e+07
1302	2031	Coal_IGCC	Yunnan	Coal	1000	1.12739e+08	1.5e+07
1302	2036	Coal_IGCC	Yunnan	Coal	1000	1.12739e+08	1.5e+07
1303	2016	Coal_IGCC	Chongqing	Coal	0	0	0
1303	2021	Coal_IGCC	Chongqing	Coal	0	0	0
1303	2026	Coal_IGCC	Chongqing	Coal	1000	1.12739e+08	1.5e+07
1303	2031	Coal_IGCC	Chongqing	Coal	1000	1.12739e+08	1.5e+07
1303	2036	Coal_IGCC	Chongqing	Coal	1000	1.12739e+08	1.5e+07
1304	2016	Coal_IGCC	Tibet	Coal	0	0	0
1304	2021	Coal_IGCC	Tibet	Coal	0	0	0
1304	2026	Coal_IGCC	Tibet	Coal	1000	1.12739e+08	1.5e+07
1304	2031	Coal_IGCC	Tibet	Coal	1000	1.12739e+08	1.5e+07
1304	2036	Coal_IGCC	Tibet	Coal	1000	1.12739e+08	1.5e+07
1305	2016	Coal_IGCC	Chongqing	Coal	0	0	0
1305	2021	Coal_IGCC	Chongqing	Coal	0	0	0
1305	2026	Coal_IGCC	Chongqing	Coal	1000	1.12739e+08	1.5e+07
1305	2031	Coal_IGCC	Chongqing	Coal	1000	1.12739e+08	1.5e+07
1305	2036	Coal_IGCC	Chongqing	Coal	1000	1.12739e+08	1.5e+07
1306	2016	Coal_Steam_Turbine	Chongqing	Coal	0	0	0
1306	2021	Coal_Steam_Turbine	Chongqing	Coal	0	0	0
1306	2026	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1306	2031	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1306	2036	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1307	2016	Coal_Steam_Turbine	Henan	Coal	0	0	0
1307	2021	Coal_Steam_Turbine	Henan	Coal	1000	6.02323e+07	8e+06
1307	2026	Coal_Steam_Turbine	Henan	Coal	1000	6.02323e+07	8e+06
1307	2031	Coal_Steam_Turbine	Henan	Coal	1000	6.02323e+07	8e+06
1307	2036	Coal_Steam_Turbine	Henan	Coal	1000	6.02323e+07	8e+06
1308	2016	Coal_Steam_Turbine	Hubei	Coal	0	0	0
1308	2021	Coal_Steam_Turbine	Hubei	Coal	0	0	0
1308	2026	Coal_Steam_Turbine	Hubei	Coal	1000	6.02323e+07	8e+06
1308	2031	Coal_Steam_Turbine	Hubei	Coal	1000	6.02323e+07	8e+06
1308	2036	Coal_Steam_Turbine	Hubei	Coal	1000	6.02323e+07	8e+06
1309	2016	Coal_Steam_Turbine	Hunan	Coal	0	0	0
1309	2021	Coal_Steam_Turbine	Hunan	Coal	0	0	0
1309	2026	Coal_Steam_Turbine	Hunan	Coal	1000	6.02323e+07	8e+06
1309	2031	Coal_Steam_Turbine	Hunan	Coal	1000	6.02323e+07	8e+06
1309	2036	Coal_Steam_Turbine	Hunan	Coal	1000	6.02323e+07	8e+06
1310	2016	Coal_Steam_Turbine	Jiangxi	Coal	0	0	0
1310	2021	Coal_Steam_Turbine	Jiangxi	Coal	0	0	0
1310	2026	Coal_Steam_Turbine	Jiangxi	Coal	1000	6.02323e+07	8e+06
1310	2031	Coal_Steam_Turbine	Jiangxi	Coal	1000	6.02323e+07	8e+06
1310	2036	Coal_Steam_Turbine	Jiangxi	Coal	1000	6.02323e+07	8e+06
1311	2016	Coal_Steam_Turbine	Sichuan	Coal	0	0	0
1311	2021	Coal_Steam_Turbine	Sichuan	Coal	0	0	0
1311	2026	Coal_Steam_Turbine	Sichuan	Coal	1000	6.02323e+07	8e+06
1311	2031	Coal_Steam_Turbine	Sichuan	Coal	1000	6.02323e+07	8e+06
1311	2036	Coal_Steam_Turbine	Sichuan	Coal	1000	6.02323e+07	8e+06
1312	2016	Coal_Steam_Turbine	Anhui	Coal	0	0	0
1312	2021	Coal_Steam_Turbine	Anhui	Coal	0	0	0
1312	2026	Coal_Steam_Turbine	Anhui	Coal	1000	6.02323e+07	8e+06
1312	2031	Coal_Steam_Turbine	Anhui	Coal	1000	6.02323e+07	8e+06
1312	2036	Coal_Steam_Turbine	Anhui	Coal	1000	6.02323e+07	8e+06
1313	2016	Coal_Steam_Turbine	Fujian	Coal	0	0	0
1313	2021	Coal_Steam_Turbine	Fujian	Coal	0	0	0
1313	2026	Coal_Steam_Turbine	Fujian	Coal	1000	6.02323e+07	8e+06
1313	2031	Coal_Steam_Turbine	Fujian	Coal	1000	6.02323e+07	8e+06
1313	2036	Coal_Steam_Turbine	Fujian	Coal	1000	6.02323e+07	8e+06
1314	2016	Coal_Steam_Turbine	Jiangsu	Coal	0	0	0
1314	2021	Coal_Steam_Turbine	Jiangsu	Coal	769.489	4.63481e+07	6.15591e+06
1314	2026	Coal_Steam_Turbine	Jiangsu	Coal	1000	6.02323e+07	8e+06
1314	2031	Coal_Steam_Turbine	Jiangsu	Coal	1000	6.02323e+07	8e+06
1314	2036	Coal_Steam_Turbine	Jiangsu	Coal	1000	6.02323e+07	8e+06
1315	2016	Coal_Steam_Turbine	Shanghai	Coal	0	0	0
1315	2021	Coal_Steam_Turbine	Shanghai	Coal	0	0	0
1315	2026	Coal_Steam_Turbine	Shanghai	Coal	1000	6.02323e+07	8e+06
1315	2031	Coal_Steam_Turbine	Shanghai	Coal	1000	6.02323e+07	8e+06
1315	2036	Coal_Steam_Turbine	Shanghai	Coal	1000	6.02323e+07	8e+06
1316	2016	Coal_Steam_Turbine	Zhejiang	Coal	0	0	0
1316	2021	Coal_Steam_Turbine	Zhejiang	Coal	0	0	0
1316	2026	Coal_Steam_Turbine	Zhejiang	Coal	1000	6.02323e+07	8e+06
1316	2031	Coal_Steam_Turbine	Zhejiang	Coal	1000	6.02323e+07	8e+06
1316	2036	Coal_Steam_Turbine	Zhejiang	Coal	1000	6.02323e+07	8e+06
1317	2016	Coal_Steam_Turbine	Chongqing	Coal	0	0	0
1317	2021	Coal_Steam_Turbine	Chongqing	Coal	0	0	0
1317	2026	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1317	2031	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1317	2036	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1318	2016	Coal_Steam_Turbine	Beijing	Coal	0	0	0
1318	2021	Coal_Steam_Turbine	Beijing	Coal	1000	6.02323e+07	8e+06
1318	2026	Coal_Steam_Turbine	Beijing	Coal	1000	6.02323e+07	8e+06
1318	2031	Coal_Steam_Turbine	Beijing	Coal	1000	6.02323e+07	8e+06
1318	2036	Coal_Steam_Turbine	Beijing	Coal	1000	6.02323e+07	8e+06
1319	2016	Coal_Steam_Turbine	Hebei	Coal	0	0	0
1319	2021	Coal_Steam_Turbine	Hebei	Coal	1000	6.02323e+07	8e+06
1319	2026	Coal_Steam_Turbine	Hebei	Coal	1000	6.02323e+07	8e+06
1319	2031	Coal_Steam_Turbine	Hebei	Coal	1000	6.02323e+07	8e+06
1319	2036	Coal_Steam_Turbine	Hebei	Coal	1000	6.02323e+07	8e+06
1320	2016	Coal_Steam_Turbine	Shandong	Coal	0	0	0
1320	2021	Coal_Steam_Turbine	Shandong	Coal	1000	6.02323e+07	8e+06
1320	2026	Coal_Steam_Turbine	Shandong	Coal	1000	6.02323e+07	8e+06
1320	2031	Coal_Steam_Turbine	Shandong	Coal	1000	6.02323e+07	8e+06
1320	2036	Coal_Steam_Turbine	Shandong	Coal	1000	6.02323e+07	8e+06
1321	2016	Coal_Steam_Turbine	Shanxi	Coal	0	0	0
1321	2021	Coal_Steam_Turbine	Shanxi	Coal	0	0	0
1321	2026	Coal_Steam_Turbine	Shanxi	Coal	1000	6.02323e+07	8e+06
1321	2031	Coal_Steam_Turbine	Shanxi	Coal	1000	6.02323e+07	8e+06
1321	2036	Coal_Steam_Turbine	Shanxi	Coal	1000	6.02323e+07	8e+06
1322	2016	Coal_Steam_Turbine	Tianjin	Coal	0	0	0
1322	2021	Coal_Steam_Turbine	Tianjin	Coal	1000	6.02323e+07	8e+06
1322	2026	Coal_Steam_Turbine	Tianjin	Coal	1000	6.02323e+07	8e+06
1322	2031	Coal_Steam_Turbine	Tianjin	Coal	1000	6.02323e+07	8e+06
1322	2036	Coal_Steam_Turbine	Tianjin	Coal	1000	6.02323e+07	8e+06
1323	2016	Coal_Steam_Turbine	West_Inner_Mongolia	Coal	0	0	0
1323	2021	Coal_Steam_Turbine	West_Inner_Mongolia	Coal	0	0	0
1323	2026	Coal_Steam_Turbine	West_Inner_Mongolia	Coal	1000	6.02323e+07	8e+06
1323	2031	Coal_Steam_Turbine	West_Inner_Mongolia	Coal	1000	6.02323e+07	8e+06
1323	2036	Coal_Steam_Turbine	West_Inner_Mongolia	Coal	1000	6.02323e+07	8e+06
1324	2016	Coal_Steam_Turbine	East_Inner_Mongolia	Coal	0	0	0
1324	2021	Coal_Steam_Turbine	East_Inner_Mongolia	Coal	0	0	0
1324	2026	Coal_Steam_Turbine	East_Inner_Mongolia	Coal	1000	6.02323e+07	8e+06
1324	2031	Coal_Steam_Turbine	East_Inner_Mongolia	Coal	1000	6.02323e+07	8e+06
1324	2036	Coal_Steam_Turbine	East_Inner_Mongolia	Coal	1000	6.02323e+07	8e+06
1325	2016	Coal_Steam_Turbine	Heilongjiang	Coal	0	0	0
1325	2021	Coal_Steam_Turbine	Heilongjiang	Coal	0	0	0
1325	2026	Coal_Steam_Turbine	Heilongjiang	Coal	1000	6.02323e+07	8e+06
1325	2031	Coal_Steam_Turbine	Heilongjiang	Coal	1000	6.02323e+07	8e+06
1325	2036	Coal_Steam_Turbine	Heilongjiang	Coal	1000	6.02323e+07	8e+06
1326	2016	Coal_Steam_Turbine	Jilin	Coal	0	0	0
1326	2021	Coal_Steam_Turbine	Jilin	Coal	1000	6.02323e+07	8e+06
1326	2026	Coal_Steam_Turbine	Jilin	Coal	1000	6.02323e+07	8e+06
1326	2031	Coal_Steam_Turbine	Jilin	Coal	1000	6.02323e+07	8e+06
1326	2036	Coal_Steam_Turbine	Jilin	Coal	1000	6.02323e+07	8e+06
1327	2016	Coal_Steam_Turbine	Liaoning	Coal	0	0	0
1327	2021	Coal_Steam_Turbine	Liaoning	Coal	1000	6.02323e+07	8e+06
1327	2026	Coal_Steam_Turbine	Liaoning	Coal	1000	6.02323e+07	8e+06
1327	2031	Coal_Steam_Turbine	Liaoning	Coal	1000	6.02323e+07	8e+06
1327	2036	Coal_Steam_Turbine	Liaoning	Coal	1000	6.02323e+07	8e+06
1328	2016	Coal_Steam_Turbine	Gansu	Coal	0	0	0
1328	2021	Coal_Steam_Turbine	Gansu	Coal	0	0	0
1328	2026	Coal_Steam_Turbine	Gansu	Coal	1000	6.02323e+07	8e+06
1328	2031	Coal_Steam_Turbine	Gansu	Coal	1000	6.02323e+07	8e+06
1328	2036	Coal_Steam_Turbine	Gansu	Coal	1000	6.02323e+07	8e+06
1329	2016	Coal_Steam_Turbine	Ningxia	Coal	0	0	0
1329	2021	Coal_Steam_Turbine	Ningxia	Coal	0	0	0
1329	2026	Coal_Steam_Turbine	Ningxia	Coal	1000	6.02323e+07	8e+06
1329	2031	Coal_Steam_Turbine	Ningxia	Coal	1000	6.02323e+07	8e+06
1329	2036	Coal_Steam_Turbine	Ningxia	Coal	1000	6.02323e+07	8e+06
1330	2016	Coal_Steam_Turbine	Qinghai	Coal	0	0	0
1330	2021	Coal_Steam_Turbine	Qinghai	Coal	0	0	0
1330	2026	Coal_Steam_Turbine	Qinghai	Coal	1000	6.02323e+07	8e+06
1330	2031	Coal_Steam_Turbine	Qinghai	Coal	1000	6.02323e+07	8e+06
1330	2036	Coal_Steam_Turbine	Qinghai	Coal	1000	6.02323e+07	8e+06
1331	2016	Coal_Steam_Turbine	Shaanxi	Coal	0	0	0
1331	2021	Coal_Steam_Turbine	Shaanxi	Coal	0	0	0
1331	2026	Coal_Steam_Turbine	Shaanxi	Coal	1000	6.02323e+07	8e+06
1331	2031	Coal_Steam_Turbine	Shaanxi	Coal	1000	6.02323e+07	8e+06
1331	2036	Coal_Steam_Turbine	Shaanxi	Coal	1000	6.02323e+07	8e+06
1332	2016	Coal_Steam_Turbine	Xinjiang	Coal	0	0	0
1332	2021	Coal_Steam_Turbine	Xinjiang	Coal	1000	6.02323e+07	8e+06
1332	2026	Coal_Steam_Turbine	Xinjiang	Coal	1000	6.02323e+07	8e+06
1332	2031	Coal_Steam_Turbine	Xinjiang	Coal	1000	6.02323e+07	8e+06
1332	2036	Coal_Steam_Turbine	Xinjiang	Coal	1000	6.02323e+07	8e+06
1333	2016	Coal_Steam_Turbine	Guangdong	Coal	0	0	0
1333	2021	Coal_Steam_Turbine	Guangdong	Coal	0	0	0
1333	2026	Coal_Steam_Turbine	Guangdong	Coal	1000	6.02323e+07	8e+06
1333	2031	Coal_Steam_Turbine	Guangdong	Coal	1000	6.02323e+07	8e+06
1333	2036	Coal_Steam_Turbine	Guangdong	Coal	1000	6.02323e+07	8e+06
1334	2016	Coal_Steam_Turbine	Guangxi	Coal	0	0	0
1334	2021	Coal_Steam_Turbine	Guangxi	Coal	0	0	0
1334	2026	Coal_Steam_Turbine	Guangxi	Coal	1000	6.02323e+07	8e+06
1334	2031	Coal_Steam_Turbine	Guangxi	Coal	1000	6.02323e+07	8e+06
1334	2036	Coal_Steam_Turbine	Guangxi	Coal	1000	6.02323e+07	8e+06
1335	2016	Coal_Steam_Turbine	Guizhou	Coal	0	0	0
1335	2021	Coal_Steam_Turbine	Guizhou	Coal	0	0	0
1335	2026	Coal_Steam_Turbine	Guizhou	Coal	1000	6.02323e+07	8e+06
1335	2031	Coal_Steam_Turbine	Guizhou	Coal	1000	6.02323e+07	8e+06
1335	2036	Coal_Steam_Turbine	Guizhou	Coal	1000	6.02323e+07	8e+06
1336	2016	Coal_Steam_Turbine	Hainan	Coal	0	0	0
1336	2021	Coal_Steam_Turbine	Hainan	Coal	0	0	0
1336	2026	Coal_Steam_Turbine	Hainan	Coal	1000	6.02323e+07	8e+06
1336	2031	Coal_Steam_Turbine	Hainan	Coal	1000	6.02323e+07	8e+06
1336	2036	Coal_Steam_Turbine	Hainan	Coal	1000	6.02323e+07	8e+06
1337	2016	Coal_Steam_Turbine	Yunnan	Coal	0	0	0
1337	2021	Coal_Steam_Turbine	Yunnan	Coal	0	0	0
1337	2026	Coal_Steam_Turbine	Yunnan	Coal	1000	6.02323e+07	8e+06
1337	2031	Coal_Steam_Turbine	Yunnan	Coal	1000	6.02323e+07	8e+06
1337	2036	Coal_Steam_Turbine	Yunnan	Coal	1000	6.02323e+07	8e+06
1338	2016	Coal_Steam_Turbine	Chongqing	Coal	0	0	0
1338	2021	Coal_Steam_Turbine	Chongqing	Coal	0	0	0
1338	2026	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1338	2031	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1338	2036	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1339	2016	Coal_Steam_Turbine	Tibet	Coal	0	0	0
1339	2021	Coal_Steam_Turbine	Tibet	Coal	0	0	0
1339	2026	Coal_Steam_Turbine	Tibet	Coal	1000	6.02323e+07	8e+06
1339	2031	Coal_Steam_Turbine	Tibet	Coal	1000	6.02323e+07	8e+06
1339	2036	Coal_Steam_Turbine	Tibet	Coal	1000	6.02323e+07	8e+06
1340	2016	Coal_Steam_Turbine	Chongqing	Coal	0	0	0
1340	2021	Coal_Steam_Turbine	Chongqing	Coal	0	0	0
1340	2026	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1340	2031	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1340	2036	Coal_Steam_Turbine	Chongqing	Coal	1000	6.02323e+07	8e+06
1341	2016	Nuclear	Chongqing	Uranium	0	0	0
1341	2021	Nuclear	Chongqing	Uranium	0	0	0
1341	2026	Nuclear	Chongqing	Uranium	0	0	0
1341	2031	Nuclear	Chongqing	Uranium	0	0	0
1341	2036	Nuclear	Chongqing	Uranium	0	0	0
1342	2016	Nuclear	Henan	Uranium	0	0	0
1342	2021	Nuclear	Henan	Uranium	0	0	0
1342	2026	Nuclear	Henan	Uranium	0	0	0
1342	2031	Nuclear	Henan	Uranium	31831.1	4.99487e+09	2.10085e+09
1342	2036	Nuclear	Henan	Uranium	50730.4	7.96051e+09	3.34821e+09
1343	2016	Nuclear	Hubei	Uranium	0	0	0
1343	2021	Nuclear	Hubei	Uranium	0	0	0
1343	2026	Nuclear	Hubei	Uranium	0	0	0
1343	2031	Nuclear	Hubei	Uranium	4963.12	7.78803e+08	3.27566e+08
1343	2036	Nuclear	Hubei	Uranium	23113.9	3.62698e+09	1.52552e+09
1344	2016	Nuclear	Hunan	Uranium	0	0	0
1344	2021	Nuclear	Hunan	Uranium	0	0	0
1344	2026	Nuclear	Hunan	Uranium	0	0	0
1344	2031	Nuclear	Hunan	Uranium	9234.49	1.44906e+09	6.09476e+08
1344	2036	Nuclear	Hunan	Uranium	17451.3	2.73842e+09	1.15178e+09
1345	2016	Nuclear	Jiangxi	Uranium	0	0	0
1345	2021	Nuclear	Jiangxi	Uranium	0	0	0
1345	2026	Nuclear	Jiangxi	Uranium	0	0	0
1345	2031	Nuclear	Jiangxi	Uranium	0	0	0
1345	2036	Nuclear	Jiangxi	Uranium	17374.8	2.72642e+09	1.14674e+09
1346	2016	Nuclear	Sichuan	Uranium	0	0	0
1346	2021	Nuclear	Sichuan	Uranium	0	0	0
1346	2026	Nuclear	Sichuan	Uranium	0	0	0
1346	2031	Nuclear	Sichuan	Uranium	0	0	0
1346	2036	Nuclear	Sichuan	Uranium	0	0	0
1347	2016	Nuclear	Anhui	Uranium	0	0	0
1347	2021	Nuclear	Anhui	Uranium	0	0	0
1347	2026	Nuclear	Anhui	Uranium	0	0	0
1347	2031	Nuclear	Anhui	Uranium	0	0	0
1347	2036	Nuclear	Anhui	Uranium	14788.4	2.32056e+09	9.76032e+08
1348	2016	Nuclear	Fujian	Uranium	0	0	0
1348	2021	Nuclear	Fujian	Uranium	0	0	0
1348	2026	Nuclear	Fujian	Uranium	0	0	0
1348	2031	Nuclear	Fujian	Uranium	3135.47	4.92011e+08	2.06941e+08
1348	2036	Nuclear	Fujian	Uranium	3135.47	4.92011e+08	2.06941e+08
1349	2016	Nuclear	Jiangsu	Uranium	0	0	0
1349	2021	Nuclear	Jiangsu	Uranium	0	0	0
1349	2026	Nuclear	Jiangsu	Uranium	12432.7	1.95091e+09	8.20558e+08
1349	2031	Nuclear	Jiangsu	Uranium	47715	7.48734e+09	3.14919e+09
1349	2036	Nuclear	Jiangsu	Uranium	103633	1.62619e+10	6.83978e+09
1350	2016	Nuclear	Shanghai	Uranium	0	0	0
1350	2021	Nuclear	Shanghai	Uranium	0	0	0
1350	2026	Nuclear	Shanghai	Uranium	0	0	0
1350	2031	Nuclear	Shanghai	Uranium	0	0	0
1350	2036	Nuclear	Shanghai	Uranium	0	0	0
1351	2016	Nuclear	Zhejiang	Uranium	0	0	0
1351	2021	Nuclear	Zhejiang	Uranium	0	0	0
1351	2026	Nuclear	Zhejiang	Uranium	0	0	0
1351	2031	Nuclear	Zhejiang	Uranium	0	0	0
1351	2036	Nuclear	Zhejiang	Uranium	0	0	0
1352	2016	Nuclear	Chongqing	Uranium	0	0	0
1352	2021	Nuclear	Chongqing	Uranium	0	0	0
1352	2026	Nuclear	Chongqing	Uranium	0	0	0
1352	2031	Nuclear	Chongqing	Uranium	0	0	0
1352	2036	Nuclear	Chongqing	Uranium	0	0	0
1353	2016	Nuclear	Beijing	Uranium	0	0	0
1353	2021	Nuclear	Beijing	Uranium	0	0	0
1353	2026	Nuclear	Beijing	Uranium	0	0	0
1353	2031	Nuclear	Beijing	Uranium	4757.81	7.46586e+08	3.14016e+08
1353	2036	Nuclear	Beijing	Uranium	4757.81	7.46586e+08	3.14016e+08
1354	2016	Nuclear	Hebei	Uranium	0	0	0
1354	2021	Nuclear	Hebei	Uranium	0	0	0
1354	2026	Nuclear	Hebei	Uranium	21518.8	3.37669e+09	1.42024e+09
1354	2031	Nuclear	Hebei	Uranium	56039.6	8.79362e+09	3.69861e+09
1354	2036	Nuclear	Hebei	Uranium	79852.7	1.25303e+10	5.27028e+09
1355	2016	Nuclear	Shandong	Uranium	0	0	0
1355	2021	Nuclear	Shandong	Uranium	0	0	0
1355	2026	Nuclear	Shandong	Uranium	6023.92	9.45261e+08	3.97579e+08
1355	2031	Nuclear	Shandong	Uranium	50744.7	7.96276e+09	3.34915e+09
1355	2036	Nuclear	Shandong	Uranium	72602.6	1.13926e+10	4.79177e+09
1356	2016	Nuclear	Shanxi	Uranium	0	0	0
1356	2021	Nuclear	Shanxi	Uranium	0	0	0
1356	2026	Nuclear	Shanxi	Uranium	0	0	0
1356	2031	Nuclear	Shanxi	Uranium	0	0	0
1356	2036	Nuclear	Shanxi	Uranium	2595.77	4.07324e+08	1.71321e+08
1357	2016	Nuclear	Tianjin	Uranium	0	0	0
1357	2021	Nuclear	Tianjin	Uranium	0	0	0
1357	2026	Nuclear	Tianjin	Uranium	0	0	0
1357	2031	Nuclear	Tianjin	Uranium	0	0	0
1357	2036	Nuclear	Tianjin	Uranium	7789.57	1.22232e+09	5.14112e+08
1358	2016	Nuclear	West_Inner_Mongolia	Uranium	0	0	0
1358	2021	Nuclear	West_Inner_Mongolia	Uranium	0	0	0
1358	2026	Nuclear	West_Inner_Mongolia	Uranium	0	0	0
1358	2031	Nuclear	West_Inner_Mongolia	Uranium	0	0	0
1358	2036	Nuclear	West_Inner_Mongolia	Uranium	0	0	0
1359	2016	Nuclear	East_Inner_Mongolia	Uranium	0	0	0
1359	2021	Nuclear	East_Inner_Mongolia	Uranium	0	0	0
1359	2026	Nuclear	East_Inner_Mongolia	Uranium	0	0	0
1359	2031	Nuclear	East_Inner_Mongolia	Uranium	0	0	0
1359	2036	Nuclear	East_Inner_Mongolia	Uranium	0	0	0
1360	2016	Nuclear	Heilongjiang	Uranium	0	0	0
1360	2021	Nuclear	Heilongjiang	Uranium	0	0	0
1360	2026	Nuclear	Heilongjiang	Uranium	0	0	0
1360	2031	Nuclear	Heilongjiang	Uranium	0	0	0
1360	2036	Nuclear	Heilongjiang	Uranium	0	0	0
1361	2016	Nuclear	Jilin	Uranium	0	0	0
1361	2021	Nuclear	Jilin	Uranium	0	0	0
1361	2026	Nuclear	Jilin	Uranium	0	0	0
1361	2031	Nuclear	Jilin	Uranium	0	0	0
1361	2036	Nuclear	Jilin	Uranium	0	0	0
1362	2016	Nuclear	Liaoning	Uranium	0	0	0
1362	2021	Nuclear	Liaoning	Uranium	0	0	0
1362	2026	Nuclear	Liaoning	Uranium	0	0	0
1362	2031	Nuclear	Liaoning	Uranium	22382.7	3.51225e+09	1.47726e+09
1362	2036	Nuclear	Liaoning	Uranium	30271.4	4.75013e+09	1.99791e+09
1363	2016	Nuclear	Gansu	Uranium	0	0	0
1363	2021	Nuclear	Gansu	Uranium	0	0	0
1363	2026	Nuclear	Gansu	Uranium	0	0	0
1363	2031	Nuclear	Gansu	Uranium	1853.27	2.90812e+08	1.22316e+08
1363	2036	Nuclear	Gansu	Uranium	1853.27	2.90812e+08	1.22316e+08
1364	2016	Nuclear	Ningxia	Uranium	0	0	0
1364	2021	Nuclear	Ningxia	Uranium	0	0	0
1364	2026	Nuclear	Ningxia	Uranium	0	0	0
1364	2031	Nuclear	Ningxia	Uranium	0	0	0
1364	2036	Nuclear	Ningxia	Uranium	1714.5	2.69036e+08	1.13157e+08
1365	2016	Nuclear	Qinghai	Uranium	0	0	0
1365	2021	Nuclear	Qinghai	Uranium	0	0	0
1365	2026	Nuclear	Qinghai	Uranium	0	0	0
1365	2031	Nuclear	Qinghai	Uranium	0	0	0
1365	2036	Nuclear	Qinghai	Uranium	0	0	0
1366	2016	Nuclear	Shaanxi	Uranium	0	0	0
1366	2021	Nuclear	Shaanxi	Uranium	0	0	0
1366	2026	Nuclear	Shaanxi	Uranium	0	0	0
1366	2031	Nuclear	Shaanxi	Uranium	0	0	0
1366	2036	Nuclear	Shaanxi	Uranium	1867.79	2.9309e+08	1.23274e+08
1367	2016	Nuclear	Xinjiang	Uranium	0	0	0
1367	2021	Nuclear	Xinjiang	Uranium	0	0	0
1367	2026	Nuclear	Xinjiang	Uranium	0	0	0
1367	2031	Nuclear	Xinjiang	Uranium	0	0	0
1367	2036	Nuclear	Xinjiang	Uranium	0	0	0
1368	2016	Nuclear	Guangdong	Uranium	0	0	0
1368	2021	Nuclear	Guangdong	Uranium	0	0	0
1368	2026	Nuclear	Guangdong	Uranium	2968.99	4.65887e+08	1.95953e+08
1368	2031	Nuclear	Guangdong	Uranium	53765.1	8.43671e+09	3.5485e+09
1368	2036	Nuclear	Guangdong	Uranium	87770.9	1.37728e+10	5.79288e+09
1369	2016	Nuclear	Guangxi	Uranium	0	0	0
1369	2021	Nuclear	Guangxi	Uranium	0	0	0
1369	2026	Nuclear	Guangxi	Uranium	0	0	0
1369	2031	Nuclear	Guangxi	Uranium	0	0	0
1369	2036	Nuclear	Guangxi	Uranium	11325.1	1.77711e+09	7.47456e+08
1370	2016	Nuclear	Guizhou	Uranium	0	0	0
1370	2021	Nuclear	Guizhou	Uranium	0	0	0
1370	2026	Nuclear	Guizhou	Uranium	0	0	0
1370	2031	Nuclear	Guizhou	Uranium	0	0	0
1370	2036	Nuclear	Guizhou	Uranium	0	0	0
1371	2016	Nuclear	Hainan	Uranium	0	0	0
1371	2021	Nuclear	Hainan	Uranium	0	0	0
1371	2026	Nuclear	Hainan	Uranium	0	0	0
1371	2031	Nuclear	Hainan	Uranium	0	0	0
1371	2036	Nuclear	Hainan	Uranium	0	0	0
1372	2016	Nuclear	Yunnan	Uranium	0	0	0
1372	2021	Nuclear	Yunnan	Uranium	0	0	0
1372	2026	Nuclear	Yunnan	Uranium	0	0	0
1372	2031	Nuclear	Yunnan	Uranium	0	0	0
1372	2036	Nuclear	Yunnan	Uranium	0	0	0
1373	2016	Nuclear	Chongqing	Uranium	0	0	0
1373	2021	Nuclear	Chongqing	Uranium	0	0	0
1373	2026	Nuclear	Chongqing	Uranium	0	0	0
1373	2031	Nuclear	Chongqing	Uranium	0	0	0
1373	2036	Nuclear	Chongqing	Uranium	0	0	0
1374	2016	Nuclear	Tibet	Uranium	0	0	0
1374	2021	Nuclear	Tibet	Uranium	0	0	0
1374	2026	Nuclear	Tibet	Uranium	0	0	0
1374	2031	Nuclear	Tibet	Uranium	0	0	0
1374	2036	Nuclear	Tibet	Uranium	0	0	0
1375	2016	Nuclear	Chongqing	Uranium	0	0	0
1375	2021	Nuclear	Chongqing	Uranium	0	0	0
1375	2026	Nuclear	Chongqing	Uranium	0	0	0
1375	2031	Nuclear	Chongqing	Uranium	0	0	0
1375	2036	Nuclear	Chongqing	Uranium	0	0	0
1376	2016	Battery_Storage	Chongqing	Electricity	0	0	0
1376	2021	Battery_Storage	Chongqing	Electricity	0	0	0
1376	2026	Battery_Storage	Chongqing	Electricity	1000	1.19621e+08	1.08648e+07
1376	2031	Battery_Storage	Chongqing	Electricity	1000	1.19621e+08	1.08648e+07
1376	2036	Battery_Storage	Chongqing	Electricity	1000	1.19621e+08	1.08648e+07
1377	2016	Battery_Storage	Henan	Electricity	0	0	0
1377	2021	Battery_Storage	Henan	Electricity	0	0	0
1377	2026	Battery_Storage	Henan	Electricity	1000	1.19621e+08	1.08648e+07
1377	2031	Battery_Storage	Henan	Electricity	1000	1.19621e+08	1.08648e+07
